"id","advice","adviceLastChangedAt","bonus","bonusLastChangedAt","endReason","endReasonLastChangedAt","ended","endedLastChangedAt","exitStep","exitStepLastChangedAt","exitStepDone","exitStepDoneLastChangedAt","exitSurvey","exitSurveyLastChangedAt","gameID","gameIDLastChangedAt","intro","introLastChangedAt","introDone","introDoneLastChangedAt","participantID","participantIDLastChangedAt","participantIdentifier","participantIdentifierLastChangedAt","treatment","treatmentLastChangedAt","treatmentName","treatmentNameLastChangedAt","urlParams","urlParamsLastChangedAt","writtenPlan","writtenPlanLastChangedAt"
"01KFEDNRR64JDCJYA79FBRE8X8","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-20T19:24:00.744902487Z",339,"2026-01-20T19:27:02.712322369Z","","","game ended","2026-01-20T19:27:14.077072113Z",1,"2026-01-20T19:27:41.454719981Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""Pick the same spot all the time"",""feedback"":""na""}","2026-01-20T19:27:41.450457985Z","01KFEDCC2JDADMPT5RVZQ93BA8","2026-01-20T19:21:31.149989328Z",3,"2026-01-20T19:24:00.748975745Z","true","2026-01-20T19:24:42.16495843Z","01KFEDNRJACZ1N2NPWQ7AQ15PD","2026-01-20T19:21:31.143011159Z","5cd8996bdf739100011b1f3e","2026-01-20T19:21:31.143011159Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:21:31.149989328Z","noCG_cooperate","2026-01-20T19:21:31.149989328Z","{""PROLIFIC_PID"":""5cd8996bdf739100011b1f3e"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd593ceb08bf6a5c496b6""}","2026-01-20T19:21:31.264046128Z","{""plan"":""I will try to predict where my partner is going to go, and not park there.""}","2026-01-20T19:24:42.160512602Z"
"01KFEDNQAB8C2AFG7D4ZXA4K64","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-20T19:22:49.641957776Z",260,"2026-01-20T19:29:08.118525719Z","","","game ended","2026-01-20T19:29:26.276964482Z",NA,"","","","","","01KFEDCC2JDADMPT5RVP2N7S0X","2026-01-20T19:21:29.691574109Z",3,"2026-01-20T19:22:49.640690537Z","true","2026-01-20T19:23:48.870966197Z","01KFEDNP38PAFTRGT6BVEDN94Z","2026-01-20T19:21:29.675694719Z","5a62653a63394a000155489f","2026-01-20T19:21:29.675694719Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-20T19:21:29.691574109Z","CG_selfish","2026-01-20T19:21:29.691574109Z","{""PROLIFIC_PID"":""5a62653a63394a000155489f"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd4fe9c0e32696cf90e04""}","2026-01-20T19:21:30.300686541Z","{""plan"":""Considering the fact that the other player has been told to get the best outcome for themselves too, i think i'll trial the higher paying spot but then move on to the orange spots and see how that goes, rather than being greedy and clashing i'd rather get a lower pay out than none at all. ""}","2026-01-20T19:23:48.871573796Z"
"01KFEDZFSW9KBCS8VJN8KBS8T4","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-20T19:28:08.462051158Z",125,"2026-01-20T19:30:50.313563071Z","","","game ended","2026-01-20T19:31:05.754994043Z",1,"2026-01-20T19:31:28.799793544Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""to be fair also "",""feedback"":""""}","2026-01-20T19:31:28.790203866Z","01KFEDCB197E7YMN5STVXKHS22","2026-01-20T19:26:49.669612176Z",3,"2026-01-20T19:28:08.463148727Z","true","2026-01-20T19:28:27.471419693Z","01KFEDZF5CDXE8VXWGY35YVF59","2026-01-20T19:26:49.660668872Z","671a528fe9658f0a32bd55ce","2026-01-20T19:26:49.660668872Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:26:49.669612176Z","noCG_cooperate","2026-01-20T19:26:49.669612176Z","{""PROLIFIC_PID"":""671a528fe9658f0a32bd55ce"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd673f72b7072b7b41b92""}","2026-01-20T19:26:49.909456268Z","{""plan"":""i plan to be fair and not greedy""}","2026-01-20T19:28:27.45997645Z"
"01KFEEMXPGKZB6AS6D6H40GZ8R","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-20T19:41:10.974891076Z",69,"2026-01-20T19:44:26.765800555Z","","","game ended","2026-01-20T19:44:44.365894831Z",NA,"","","","","","01KFEDCCBE716PRHN8Q6NQV6ZT","2026-01-20T19:38:32.026142381Z",3,"2026-01-20T19:41:10.97205437Z","true","2026-01-20T19:41:58.966595504Z","01KFEEMWNFCYYC8GR4CQCM05K8","2026-01-20T19:38:32.016098872Z","60205f5ba5fe0165fa0e5e01","2026-01-20T19:38:32.016098872Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-20T19:38:32.026142381Z","CG_selfish","2026-01-20T19:38:32.026142381Z","{""PROLIFIC_PID"":""60205f5ba5fe0165fa0e5e01"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd95666e0ff7c32293b42""}","2026-01-20T19:38:32.691873729Z","{""plan"":""i will try to avoid parking at C""}","2026-01-20T19:41:58.960560598Z"
"01KFEEKE9WXRZWBRXYDQ5J10WV","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-20T19:39:57.80045118Z",289,"2026-01-20T19:42:59.19166563Z","","","game ended","2026-01-20T19:43:10.618356283Z",1,"2026-01-20T19:43:48.863933354Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""Same as mine"",""feedback"":""None""}","2026-01-20T19:43:48.860521306Z","01KFEDCCHJADFRJT5F5VJ9ST9F","2026-01-20T19:39:51.800818736Z",3,"2026-01-20T19:39:57.80326829Z","true","2026-01-20T19:40:30.822550918Z","01KFEEKD5XWRGGTEGZPN2A03WW","2026-01-20T19:37:43.484526503Z","65095768590182c41a8e8efe","2026-01-20T19:37:43.484526503Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:37:43.500311654Z","noCG_cooperate","2026-01-20T19:37:43.500311654Z","{""PROLIFIC_PID"":""65095768590182c41a8e8efe"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd754b627700538812b83""}","2026-01-20T19:37:44.052025462Z","{""plan"":""Park on either orange spot for equal pay""}","2026-01-20T19:40:30.818443171Z"
"01KFEE07X889KRR9ZR3BVZBWD6","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-20T19:31:18.091474236Z",120,"2026-01-20T19:35:59.236013431Z","","","game ended","2026-01-20T19:36:11.155267307Z",1,"2026-01-20T19:36:30.252381763Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""i have no idea"",""feedback"":""""}","2026-01-20T19:36:30.24956945Z","01KFEDCB15BD0TYD7H0V6YZGSZ","2026-01-20T19:27:14.355312108Z",3,"2026-01-20T19:31:18.094263806Z","true","2026-01-20T19:32:16.746952292Z","01KFEE07FQ8DG0J2E0F13XT7D8","2026-01-20T19:27:14.344309332Z","612399c71548ff3b47e406e8","2026-01-20T19:27:14.344309332Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:27:14.355312108Z","noCG_selfish","2026-01-20T19:27:14.355312108Z","{""PROLIFIC_PID"":""612399c71548ff3b47e406e8"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd6d773ec55214ceb2b8b""}","2026-01-20T19:27:14.615823845Z","{""plan"":""I will try to earn the highest bonus that I can.""}","2026-01-20T19:32:16.744373838Z"
"01KFEFBH5ZZ770WWH7HK9VAC9K","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-20T19:52:19.616985798Z",156,"2026-01-20T19:55:41.963885503Z","","","game ended","2026-01-20T19:55:54.270805918Z",1,"2026-01-20T19:56:58.233335644Z","","","{""adviceFollowed"":""Yes. But there was no pattern, I think he was doing it randomly too."",""partnerAdvice"":"""",""feedback"":""That game was awesome. No problem.""}","2026-01-20T19:56:58.228158143Z","01KFEDCAVZJC7DD4AH1RF6NR9W","2026-01-20T19:52:12.890992089Z",3,"2026-01-20T19:52:19.619931447Z","true","2026-01-20T19:53:08.895862675Z","01KFEFBGH8RW6E7BRSSQ7RFTXG","2026-01-20T19:50:52.863748504Z","67341b607b7ab78bc222464e","2026-01-20T19:50:52.863748504Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-20T19:50:52.880169715Z","CG_selfish","2026-01-20T19:50:52.880169715Z","{""PROLIFIC_PID"":""67341b607b7ab78bc222464e"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fdb195b509f8e75b23a24""}","2026-01-20T19:50:53.220223483Z","{""plan"":""I'm gonna do it randomly, without any pattern following.""}","2026-01-20T19:53:08.891950802Z"
"01KFEFG8GX8B9102EGAWCJ2ZB0","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-20T19:55:20.312073748Z",204,"2026-01-20T20:00:26.723072681Z","","","game ended","2026-01-20T20:00:47.400383216Z",1,"2026-01-20T20:01:10.349711823Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""always be fair"",""feedback"":""""}","2026-01-20T20:01:10.345317171Z","01KFEDCAVZJC7DD4AH1B24TEC6","2026-01-20T19:53:27.848620425Z",3,"2026-01-20T19:55:20.30810649Z","true","2026-01-20T19:56:20.205085878Z","01KFEFG7FA20943VYP15TDBP6Y","2026-01-20T19:53:27.837056855Z","60ca0b60979a23c83652c303","2026-01-20T19:53:27.837056855Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:53:27.848620425Z","noCG_cooperate","2026-01-20T19:53:27.848620425Z","{""PROLIFIC_PID"":""60ca0b60979a23c83652c303"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd9df7cbc2fc755b479a5""}","2026-01-20T19:53:28.434613043Z","{""plan"":""make sure to park in different spot""}","2026-01-20T19:56:20.209235407Z"
"01KFEE2B09J1P0X60NY0EGT3C2","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-20T19:30:34.430347614Z",228,"2026-01-20T19:35:59.236013431Z","","","game ended","2026-01-20T19:36:11.155267307Z",1,"2026-01-20T19:37:24.73902333Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""I do not know"",""feedback"":""It was fun.No problems at all""}","2026-01-20T19:37:24.736515123Z","01KFEDCB15BD0TYD7H0V6YZGSZ","2026-01-20T19:28:23.058899612Z",3,"2026-01-20T19:30:34.431923348Z","true","2026-01-20T19:32:21.15930558Z","01KFEE2ACXPHC38DNZ3TMPHHS6","2026-01-20T19:28:23.049732799Z","646d238ec077fb64c0294bd8","2026-01-20T19:28:23.049732799Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:28:23.058899612Z","noCG_selfish","2026-01-20T19:28:23.058899612Z","{""PROLIFIC_PID"":""646d238ec077fb64c0294bd8"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd70b156b0fd7468f0ad7""}","2026-01-20T19:28:23.36934642Z","{""plan"":""I will aim to park in the same spot as the other player. i would assume they will park in the highest paid spot ,so I will do the same""}","2026-01-20T19:32:21.151880738Z"
"01KFEDKABYH5MEPJ95J3ZMZNRM","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-20T19:23:50.01608214Z",201,"2026-01-20T19:27:02.712322369Z","","","game ended","2026-01-20T19:27:14.077072113Z",1,"2026-01-20T19:27:52.254545382Z","","","{""adviceFollowed"":"""",""partnerAdvice"":""park in different spots same color"",""feedback"":""no""}","2026-01-20T19:27:52.255713988Z","01KFEDCC2JDADMPT5RVZQ93BA8","2026-01-20T19:20:10.888109673Z",3,"2026-01-20T19:23:50.067529523Z","true","2026-01-20T19:24:38.363865359Z","01KFEDKA3Y1PM5Y45E13JG78CF","2026-01-20T19:20:10.878855532Z","692fb49abfbfb4f63628156f","2026-01-20T19:20:10.878855532Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-20T19:20:10.888109673Z","noCG_cooperate","2026-01-20T19:20:10.888109673Z","{""PROLIFIC_PID"":""692fb49abfbfb4f63628156f"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd513237feb7ca7fdacba""}","2026-01-20T19:20:11.021122114Z","{""plan"":""Park in different spots with the same color""}","2026-01-20T19:24:38.36330834Z"
